img_path,img_name,NoDamage,Crack,Efflorescence,Rust,Spalling,BarsExposed,CLASSES_STRING,CLASSES_N,split_type,name
dacl1k/dacl1k/v1/14_001674.jpg,14_001674.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001238.jpg,14_001238.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000099.jpg,06_000099.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/06_000423.jpg,06_000423.jpg,0,1,1,0,1,0,CES,3,train,dacl1k
dacl1k/dacl1k/v1/14_001109.jpg,14_001109.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001553.jpg,14_001553.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001475.jpg,14_001475.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001301.jpg,14_001301.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/06_000316.jpg,06_000316.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/16_000246.jpg,16_000246.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/14_001671.jpg,14_001671.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001990.jpg,14_001990.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001291.jpg,14_001291.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001782.jpg,14_001782.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001409.jpg,14_001409.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000210.jpg,06_000210.jpg,0,0,1,1,0,0,ER,2,train,dacl1k
dacl1k/dacl1k/v1/06_000200.jpg,06_000200.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/16_000272.jpg,16_000272.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/06_000259.jpg,06_000259.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/06_000194.jpg,06_000194.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/14_001162.jpg,14_001162.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001000.jpg,14_001000.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/17_000033.jpg,17_000033.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001513.jpg,14_001513.jpg,0,0,0,1,1,0,SR,2,train,dacl1k
dacl1k/dacl1k/v1/14_001678.jpg,14_001678.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000446.jpg,06_000446.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/14_001432.jpg,14_001432.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/06_000093.jpg,06_000093.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001670.jpg,14_001670.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000354.jpg,06_000354.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/06_000184.jpg,06_000184.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/14_001648.jpg,14_001648.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001138.jpg,14_001138.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/17_000038.jpg,17_000038.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/06_000079.jpg,06_000079.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/14_001201.jpg,14_001201.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001521.jpg,14_001521.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001440.jpg,14_001440.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001343.jpg,14_001343.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/06_000271.jpg,06_000271.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/14_001753.jpg,14_001753.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001356.jpg,14_001356.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001693.jpg,14_001693.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/16_000059.jpg,16_000059.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/14_001653.jpg,14_001653.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000313.jpg,06_000313.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/06_000225.jpg,06_000225.jpg,0,0,0,1,1,0,SR,2,train,dacl1k
dacl1k/dacl1k/v1/14_001586.jpg,14_001586.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000323.jpg,06_000323.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/14_001645.jpg,14_001645.jpg,0,1,0,1,0,0,CR,2,train,dacl1k
dacl1k/dacl1k/v1/16_000307.jpg,16_000307.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/16_000326.jpg,16_000326.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/06_000343.jpg,06_000343.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/14_001775.jpg,14_001775.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/06_000258.jpg,06_000258.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/17_000067.jpg,17_000067.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001603.jpg,14_001603.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001608.jpg,14_001608.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001326.jpg,14_001326.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/06_000348.jpg,06_000348.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/06_000157.jpg,06_000157.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/06_000452.jpg,06_000452.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/06_000397.jpg,06_000397.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/14_001315.jpg,14_001315.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001353.jpg,14_001353.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/16_000024.jpg,16_000024.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/06_000372.jpg,06_000372.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/06_000498.jpg,06_000498.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/14_001633.jpg,14_001633.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001611.jpg,14_001611.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/06_000141.jpg,06_000141.jpg,0,1,1,0,1,0,CES,3,train,dacl1k
dacl1k/dacl1k/v1/14_001874.jpg,14_001874.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000421.jpg,06_000421.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/14_001902.jpg,14_001902.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001787.jpg,14_001787.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/17_000072.jpg,17_000072.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001840.jpg,14_001840.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/06_000349.jpg,06_000349.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/16_000185.jpg,16_000185.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/06_000245.jpg,06_000245.jpg,0,1,1,0,1,0,CES,3,train,dacl1k
dacl1k/dacl1k/v1/14_001825.jpg,14_001825.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001137.jpg,14_001137.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001009.jpg,14_001009.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_000027.jpg,14_000027.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000095.jpg,06_000095.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/14_001705.jpg,14_001705.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/17_000074.jpg,17_000074.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/06_000023.jpg,06_000023.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_000155.jpg,14_000155.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/14_001073.jpg,14_001073.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001212.jpg,14_001212.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/16_000023.jpg,16_000023.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/06_000364.jpg,06_000364.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/06_000342.jpg,06_000342.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/06_000050.jpg,06_000050.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_000072.jpg,14_000072.jpg,0,0,0,1,1,0,SR,2,train,dacl1k
dacl1k/dacl1k/v1/06_000393.jpg,06_000393.jpg,0,1,1,0,1,0,CES,3,train,dacl1k
dacl1k/dacl1k/v1/14_001299.jpg,14_001299.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/06_000455.jpg,06_000455.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/06_000153.jpg,06_000153.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/16_000281.jpg,16_000281.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/14_001049.jpg,14_001049.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_000134.jpg,14_000134.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001957.jpg,14_001957.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/14_000186.jpg,14_000186.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001153.jpg,14_001153.jpg,0,1,0,0,1,0,CS,2,train,dacl1k
dacl1k/dacl1k/v1/14_001184.jpg,14_001184.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/06_000435.jpg,06_000435.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/14_001853.jpg,14_001853.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/16_000154.jpg,16_000154.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/14_001132.jpg,14_001132.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/06_000008.jpg,06_000008.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001225.jpg,14_001225.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/17_000078.jpg,17_000078.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001808.jpg,14_001808.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001292.jpg,14_001292.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_000199.jpg,14_000199.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_000034.jpg,14_000034.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000395.jpg,06_000395.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/17_000025.jpg,17_000025.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001473.jpg,14_001473.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000359.jpg,06_000359.jpg,0,1,0,0,1,0,CS,2,train,dacl1k
dacl1k/dacl1k/v1/14_001426.jpg,14_001426.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000263.jpg,06_000263.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/14_001814.jpg,14_001814.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_000169.jpg,14_000169.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001641.jpg,14_001641.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001364.jpg,14_001364.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001460.jpg,14_001460.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001328.jpg,14_001328.jpg,0,0,0,1,1,0,SR,2,train,dacl1k
dacl1k/dacl1k/v1/14_001106.jpg,14_001106.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001477.jpg,14_001477.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000420.jpg,06_000420.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_000170.jpg,14_000170.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000365.jpg,06_000365.jpg,0,1,1,0,1,0,CES,3,train,dacl1k
dacl1k/dacl1k/v1/14_000110.jpg,14_000110.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000161.jpg,06_000161.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001284.jpg,14_001284.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001358.jpg,14_001358.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/06_000055.jpg,06_000055.jpg,0,0,0,1,0,1,BR,2,train,dacl1k
dacl1k/dacl1k/v1/14_001463.jpg,14_001463.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001951.jpg,14_001951.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/06_000192.jpg,06_000192.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/14_001897.jpg,14_001897.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/16_000052.jpg,16_000052.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001903.jpg,14_001903.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/17_000054.jpg,17_000054.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001245.jpg,14_001245.jpg,0,0,0,1,1,0,SR,2,train,dacl1k
dacl1k/dacl1k/v1/14_001039.jpg,14_001039.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/16_000314.jpg,16_000314.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/14_001418.jpg,14_001418.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001589.jpg,14_001589.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/14_001216.jpg,14_001216.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_000166.jpg,14_000166.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000417.jpg,06_000417.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/14_001338.jpg,14_001338.jpg,0,0,0,1,1,0,SR,2,train,dacl1k
dacl1k/dacl1k/v1/16_000304.jpg,16_000304.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/14_001121.jpg,14_001121.jpg,0,1,0,0,1,0,CS,2,train,dacl1k
dacl1k/dacl1k/v1/14_001523.jpg,14_001523.jpg,0,0,0,1,0,1,BR,2,train,dacl1k
dacl1k/dacl1k/v1/17_000046.jpg,17_000046.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001283.jpg,14_001283.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001408.jpg,14_001408.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001120.jpg,14_001120.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000257.jpg,06_000257.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/06_000169.jpg,06_000169.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/16_000030.jpg,16_000030.jpg,0,0,0,1,0,1,BR,2,train,dacl1k
dacl1k/dacl1k/v1/14_001531.jpg,14_001531.jpg,0,0,0,1,1,0,SR,2,train,dacl1k
dacl1k/dacl1k/v1/14_001616.jpg,14_001616.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/16_000136.jpg,16_000136.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/14_001411.jpg,14_001411.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001196.jpg,14_001196.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001398.jpg,14_001398.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000358.jpg,06_000358.jpg,0,1,1,0,1,0,CES,3,train,dacl1k
dacl1k/dacl1k/v1/14_000060.jpg,14_000060.jpg,0,0,0,1,1,0,SR,2,train,dacl1k
dacl1k/dacl1k/v1/06_000382.jpg,06_000382.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/06_000170.jpg,06_000170.jpg,0,1,1,0,1,0,CES,3,train,dacl1k
dacl1k/dacl1k/v1/14_000037.jpg,14_000037.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001505.jpg,14_001505.jpg,0,0,0,1,1,0,SR,2,train,dacl1k
dacl1k/dacl1k/v1/06_000012.jpg,06_000012.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001934.jpg,14_001934.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001878.jpg,14_001878.jpg,0,0,0,1,1,0,SR,2,train,dacl1k
dacl1k/dacl1k/v1/06_000281.jpg,06_000281.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_000004.jpg,14_000004.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000357.jpg,06_000357.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/14_001102.jpg,14_001102.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001644.jpg,14_001644.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/06_000176.jpg,06_000176.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/06_000308.jpg,06_000308.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/17_000077.jpg,17_000077.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001958.jpg,14_001958.jpg,0,0,0,1,1,0,SR,2,train,dacl1k
dacl1k/dacl1k/v1/06_000232.jpg,06_000232.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/14_000183.jpg,14_000183.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_000180.jpg,14_000180.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001987.jpg,14_001987.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/06_000422.jpg,06_000422.jpg,0,1,1,0,1,0,CES,3,train,dacl1k
dacl1k/dacl1k/v1/14_000195.jpg,14_000195.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001538.jpg,14_001538.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000047.jpg,06_000047.jpg,0,0,0,1,1,0,SR,2,train,dacl1k
dacl1k/dacl1k/v1/16_000046.jpg,16_000046.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001766.jpg,14_001766.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001989.jpg,14_001989.jpg,0,0,0,1,0,1,BR,2,train,dacl1k
dacl1k/dacl1k/v1/14_001974.jpg,14_001974.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/14_000081.jpg,14_000081.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001007.jpg,14_001007.jpg,0,0,1,1,0,0,ER,2,train,dacl1k
dacl1k/dacl1k/v1/06_000468.jpg,06_000468.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/06_000148.jpg,06_000148.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/06_000086.jpg,06_000086.jpg,0,1,1,0,0,0,CE,2,train,dacl1k
dacl1k/dacl1k/v1/06_000081.jpg,06_000081.jpg,0,0,1,0,1,0,ES,2,train,dacl1k
dacl1k/dacl1k/v1/14_001549.jpg,14_001549.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/06_000408.jpg,06_000408.jpg,0,1,1,0,1,0,CES,3,train,dacl1k
dacl1k/dacl1k/v1/16_000340.jpg,16_000340.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/14_000123.jpg,14_000123.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_000022.jpg,14_000022.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001565.jpg,14_001565.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001259.jpg,14_001259.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001606.jpg,14_001606.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001482.jpg,14_001482.jpg,0,0,0,1,1,0,SR,2,train,dacl1k
dacl1k/dacl1k/v1/14_001250.jpg,14_001250.jpg,0,0,0,1,1,0,SR,2,train,dacl1k
dacl1k/dacl1k/v1/06_000315.jpg,06_000315.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001652.jpg,14_001652.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001742.jpg,14_001742.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001739.jpg,14_001739.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/06_000065.jpg,06_000065.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/06_000052.jpg,06_000052.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001389.jpg,14_001389.jpg,0,0,1,0,0,0,E,1,train,dacl1k
dacl1k/dacl1k/v1/14_001289.jpg,14_001289.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001732.jpg,14_001732.jpg,0,0,0,1,1,0,SR,2,train,dacl1k
dacl1k/dacl1k/v1/14_001063.jpg,14_001063.jpg,0,0,0,0,1,0,S,1,train,dacl1k
dacl1k/dacl1k/v1/14_001926.jpg,14_001926.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001453.jpg,14_001453.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/06_000326.jpg,06_000326.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/16_000228.jpg,16_000228.jpg,0,0,0,1,1,1,BSR,3,train,dacl1k
dacl1k/dacl1k/v1/17_000021.jpg,17_000021.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001790.jpg,14_001790.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001404.jpg,14_001404.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001581.jpg,14_001581.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001870.jpg,14_001870.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001777.jpg,14_001777.jpg,0,0,0,1,0,0,R,1,train,dacl1k
dacl1k/dacl1k/v1/14_001061.jpg,14_001061.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001083.jpg,14_001083.jpg,1,0,0,0,0,0,N,1,train,dacl1k
dacl1k/dacl1k/v1/14_001552.jpg,14_001552.jpg,0,1,0,0,0,0,C,1,train,dacl1k
dacl1k/dacl1k/v1/14_001406.jpg,14_001406.jpg,0,0,0,1,0,0,R,1,train,dacl1k
